timestamp,HR,arousal,RR,HR_mean,HR_std,HR_min,HR_max
2025-10-26T20:42:22.254062,60,0.13,1.02,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:23.241109,61,0.1,0.99,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:24.243689,60,0.06,1.00,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:25.219776,60,0.08,1.01,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:26.256467,60,0.15,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:27.272963,60,0.18,1.08,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:28.236133,60,0.2,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:29.230060,59,0.22,0.96,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:30.318201,59,0.24,0.89,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:31.277175,58,0.28,,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:32.242303,59,0.29,,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:33.271755,60,0.28,,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:34.222630,60,0.28,,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:35.352178,59,0.23,"0.88, 0.85, 0.96, 0.99",64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:36.293251,60,0.16,1.06,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:37.240082,61,0.13,0.89,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:38.231341,61,0.11,0.86,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:39.282838,61,0.08,0.80,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:40.261535,60,0.06,0.75,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:41.257527,61,0.02,0.84,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:42.237258,63,0.01,0.85,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:43.232032,65,0.01,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:44.347641,66,0.01,1.11,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:45.246428,65,0.01,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:46.239545,64,0.0,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:47.227938,62,0.0,1.00,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:48.264753,61,0.0,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:49.342158,61,0.0,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:50.242417,61,0.0,0.90,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:51.236264,61,0.0,"1.05, 1.03",64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:52.269723,61,0.0,1.00,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:53.257299,61,0.0,0.93,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:54.250164,61,0.0,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:55.250717,60,0.0,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:56.225643,60,0.01,0.89,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:57.261876,60,0.02,0.90,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:58.270196,60,0.04,0.93,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:42:59.253006,61,0.1,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:00.250281,61,0.17,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:01.273012,62,0.22,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:02.265129,63,0.27,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:03.256637,64,0.34,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:04.243500,64,0.36,1.04,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:05.233984,63,0.39,1.06,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:06.262090,63,0.39,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:07.283186,64,0.38,1.11,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:08.248896,63,0.37,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:09.258065,62,0.3,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:10.274150,61,0.24,0.99,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:11.268500,61,0.19,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:12.249050,61,0.13,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:13.244993,61,0.06,0.90,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:14.233060,61,0.04,"0.81, 0.84",64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:15.273301,61,0.01,0.96,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:16.253003,63,0.02,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:17.242005,65,0.03,0.94,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:18.233533,65,0.06,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:19.280486,65,0.09,0.96,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:20.279930,65,0.11,0.87,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:21.247275,63,0.13,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:22.238207,62,0.16,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:23.230826,63,0.17,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:24.264324,63,0.19,0.97,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:25.348549,63,0.21,0.99,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:26.335086,63,0.21,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:27.239498,63,0.2,1.07,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:28.319130,62,0.18,1.01,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:29.259248,62,0.15,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:30.256243,61,0.13,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:31.238580,61,0.11,0.82,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:32.228262,61,0.1,0.83,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:33.265469,61,0.1,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:34.253963,63,0.08,1.01,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:35.243401,64,0.05,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:36.233147,65,0.04,"0.88, 0.85",64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:37.314693,64,0.05,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:38.271527,64,0.05,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:39.246999,65,0.06,0.89,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:40.242974,65,0.07,0.89,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:41.242210,65,0.09,0.90,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:42.269543,65,0.13,0.90,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:43.260330,65,0.21,0.87,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:44.242156,65,0.28,0.94,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:45.262158,65,0.35,0.90,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:46.316432,65,0.41,0.90,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:47.262566,65,0.5,0.93,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:48.250030,65,0.59,0.99,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:49.285760,65,0.66,0.94,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:50.273436,65,0.72,0.97,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:51.266532,64,0.71,"0.99, 0.58",64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:52.259864,63,0.66,1.17,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:53.425240,63,0.57,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:54.236016,64,0.49,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:55.272576,65,0.43,0.97,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:56.265412,65,0.36,1.11,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:57.249739,64,0.26,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:58.238762,64,0.16,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:43:59.247186,61,0.08,0.96,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:00.265016,60,0.0,0.93,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:01.256657,60,0.0,1.00,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:02.243821,60,0.0,1.03,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:03.234154,60,0.0,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:04.267775,60,0.01,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:05.259770,60,0.02,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:06.257027,60,0.06,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:07.238445,60,0.09,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:08.229272,61,0.12,0.97,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:09.262914,62,0.15,0.93,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:10.262895,62,0.18,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:11.248067,62,0.2,0.96,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:12.235678,62,0.24,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:13.271069,63,0.28,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:14.259898,63,0.33,0.94,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:15.341759,63,0.35,"0.85, 0.85",64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:16.290759,63,0.37,0.85,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:17.275768,63,0.36,0.97,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:18.268717,64,0.36,0.93,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:19.303307,65,0.38,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:20.278676,65,0.38,1.01,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:21.236832,64,0.4,0.97,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:22.269452,64,0.4,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:23.259335,63,0.41,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:24.252200,62,0.4,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:25.240549,61,0.4,0.90,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:26.228089,61,0.42,0.96,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:27.263830,61,0.47,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:28.253493,62,0.52,0.89,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:29.246748,62,0.57,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:30.248951,63,0.63,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:31.268307,63,0.66,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:32.264716,63,0.68,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:33.252570,64,0.7,0.87,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:34.242311,64,0.72,,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:35.284558,64,0.75,,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:36.268419,65,0.75,,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:37.256795,65,0.76,,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:38.246174,65,0.76,,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:39.237208,66,0.77,,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:40.268477,66,0.73,"0.93, 0.89, 0.85, 0.92",64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:41.274868,66,0.71,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:42.252076,66,0.69,0.94,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:43.240626,65,0.69,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:44.228668,65,0.7,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:45.265971,65,0.7,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:46.351126,64,0.69,"0.85, 0.84",64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:47.246393,63,0.69,0.81,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:48.286132,64,0.67,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:49.270239,65,0.65,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:50.266204,66,0.67,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:51.258699,67,0.69,0.94,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:52.240232,67,0.71,0.89,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:53.284285,67,0.73,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:54.270269,66,0.74,0.94,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:55.258578,65,0.77,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:56.245685,65,0.8,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:57.237334,65,0.82,"0.94, 0.94",64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:58.269102,64,0.82,0.87,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:44:59.292339,63,0.82,0.86,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:00.259005,63,0.83,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:01.288030,64,0.82,0.96,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:02.280331,64,0.8,0.89,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:03.267833,65,0.76,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:04.399713,64,0.71,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:05.297724,64,0.67,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:06.290703,64,0.61,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:07.277928,64,0.54,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:08.262640,64,0.47,"0.93, 0.63",64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:09.253306,63,0.4,1.14,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:10.243396,64,0.32,1.04,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:11.280011,65,0.26,0.93,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:12.270292,65,0.22,0.89,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:13.261919,64,0.17,1.06,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:14.249450,63,0.13,0.90,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:15.282490,62,0.08,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:16.273738,61,0.03,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:17.265385,61,0.0,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:18.252511,61,0.0,0.64,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:19.242671,62,0.0,1.10,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:20.279246,62,0.0,"0.82, 0.82",64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:21.265392,63,0.0,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:22.258673,64,0.0,0.94,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:23.258871,65,0.07,,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:24.286529,66,0.07,1.04,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:25.281848,66,0.07,1.06,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:26.262323,65,0.07,1.02,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:27.255280,64,0.07,0.93,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:28.250139,62,0.09,"0.92, 0.92",64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:29.278910,61,0.1,0.85,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:30.267205,61,0.12,0.88,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:31.255545,62,0.13,1.01,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:32.249029,63,0.14,1.01,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:33.280934,63,0.09,1.02,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:34.271743,63,0.11,1.01,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:35.261351,62,0.14,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:36.254426,61,0.16,0.91,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:37.258379,60,0.18,0.94,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:38.280044,59,0.18,1.01,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:39.269102,60,0.19,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:40.259840,60,0.2,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:41.247641,60,0.22,1.01,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:42.281997,61,0.24,0.99,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:43.271915,61,0.24,0.93,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:44.271769,61,0.25,0.97,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:45.258912,61,0.25,1.00,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:46.254843,61,0.24,0.92,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:47.328455,60,0.25,0.93,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:48.270686,60,0.28,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:49.277865,61,0.3,1.00,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:50.249677,61,0.3,0.94,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:51.285268,61,0.28,1.10,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:52.274684,61,0.26,1.04,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:53.263158,60,0.23,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:54.391057,59,0.21,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:55.333487,59,0.19,0.96,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:56.282751,59,0.17,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:57.270113,59,0.14,1.03,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:58.262797,59,0.1,1.03,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:45:59.247792,60,0.06,1.00,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:46:00.287433,60,0.05,0.99,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:46:01.274599,60,0.08,1.02,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:46:02.264415,59,0.12,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:46:03.264514,59,0.17,0.95,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:46:04.245262,59,0.21,0.98,64.62777129521587,3.6001652428791036,57,88
2025-10-26T20:46:05.324913,59,0.25,0.94,64.62777129521587,3.6001652428791036,57,88
